TIME,RPM,SPEED,COOLANT_TEMP,INTAKE_TEMP,MAF,THROTTLE_POS,ENGINE_LOAD
20170226121541,799,0,88,61,4.83,18,15
20170226121542,891,0,88,61,4.2,18,15
20170226121543,891,0,88,61,4.2,17,12
20170226121544,831,0,88,61,4.13,17,12
20170226121545,1403,0,88,62,13.44,17,18
20170226121547,1403,1,88,62,13.44,24,24
20170226121548,1415,1,88,62,4.97,17,24
20170226121549,901,5,88,62,4.13,17,9
20170226121550,813,5,88,62,4.13,17,12
20170226121551,813,5,88,62,4.0600000000000005,17,12
20170226121552,795,5,88,62,4.55,18,12
20170226121553,795,4,88,62,4.55,18,16
20170226121554,799,4,87,62,4.76,18,15
20170226121555,811,4,87,62,4.83,17,15
20170226121556,811,4,87,62,4.83,17,15
20170226121557,795,4,87,62,4.69,18,15
20170226121558,798,1,87,62,4.83,18,15
20170226121559,798,0,87,62,4.83,17,15
20170226121600,800,0,87,62,4.9,18,15
20170226121601,785,0,87,62,4.9,18,15
20170226121602,808,0,87,62,4.9,18,15
20170226121604,808,0,87,62,4.9,18,15
20170226121605,809,0,87,62,4.83,17,15
20170226121606,800,0,87,62,4.83,17,15
20170226121607,800,0,87,62,4.83,18,15
20170226121608,815,0,87,62,5.32,20,15
20170226121609,877,0,87,62,5.32,20,26
20170226121610,877,1,87,62,10.22,22,28
20170226121611,1198,1,87,63,4.2700000000000005,17,28
20170226121612,991,6,87,63,4.2700000000000005,17,9
20170226121613,991,6,87,63,4.13,18,12
20170226121614,813,5,87,63,4.2,18,12
20170226121615,813,4,87,63,4.2,18,13
20170226121616,805,4,87,63,4.0600000000000005,18,12
20170226121617,807,1,87,63,3.99,18,12
20170226121618,807,0,87,62,3.99,18,12
20170226121619,798,0,87,62,3.92,18,13
20170226121620,794,0,87,62,3.92,18,13
20170226121621,794,0,87,62,3.92,18,12
20170226121622,764,0,87,62,4.9,18,15
20170226121623,805,0,87,62,4.83,18,15
20170226121624,805,0,87,62,4.83,18,16
20170226121625,1009,0,87,62,13.65,24,16
20170226121626,1033,0,87,63,5.11,24,31
20170226121627,1033,6,87,63,5.11,17,13
20170226121628,804,6,87,63,5.04,18,13
20170226121629,833,6,87,63,5.04,18,15
20170226121631,833,5,87,63,4.97,18,15
20170226121632,827,5,87,63,4.9,17,15
20170226121633,818,4,87,63,4.9,17,15
20170226121634,818,4,87,63,4.76,18,15
20170226121635,797,4,87,63,4.69,18,15
20170226121636,789,3,87,63,4.69,18,15
20170226121637,789,4,87,63,4.76,17,15
20170226121638,800,4,87,63,4.76,18,15
20170226121639,875,1,87,63,4.2,18,15
20170226121640,875,0,87,63,4.2,17,12
20170226121641,815,0,87,63,4.0600000000000005,17,12
20170226121642,799,0,87,63,3.92,17,12
20170226121643,799,0,87,63,3.92,17,12
20170226121644,827,0,87,63,8.47,22,12
20170226121645,827,0,87,63,9.450000000000001,22,21
20170226121646,827,5,87,63,9.450000000000001,17,8
20170226121647,914,5,87,63,3.99,18,8
20170226121649,824,4,87,63,3.99,18,12
20170226121650,824,4,87,63,3.99,18,12
20170226121651,768,4,87,63,4.76,18,12
20170226121652,798,4,87,63,4.76,18,15
20170226121653,798,4,87,63,4.83,18,15
20170226121654,796,4,87,63,4.83,18,15
20170226121655,809,2,87,63,4.83,18,15
20170226121656,809,2,87,63,4.83,18,15
20170226121657,801,2,87,63,4.9,18,15
20170226121658,798,1,87,63,4.83,18,15
20170226121659,798,0,87,63,4.83,18,15
20170226121700,774,0,87,63,4.83,17,15
20170226121701,799,0,87,63,4.83,17,15
20170226121702,799,0,87,63,4.83,17,15
20170226121703,819,0,87,63,4.83,18,15
20170226121704,840,0,87,63,10.78,18,22
20170226121705,840,0,87,63,10.78,23,31
20170226121706,1186,0,87,63,14.280000000000001,24,31
20170226121707,1791,6,87,63,8.33,24,23
20170226121708,1791,9,87,63,8.33,18,9
20170226121709,1496,9,87,63,4.69,18,9
20170226121710,1085,7,87,63,4.69,18,9
20170226121711,1085,5,87,63,5.25,20,21
20170226121713,1306,5,87,63,13.23,24,21
20170226121714,2131,6,87,64,13.23,24,21
20170226121715,2131,11,87,64,29.96,31,8
20170226121716,2419,11,87,63,6.65,18,8
20170226121717,1756,11,87,63,6.65,18,7
20170226121718,1756,9,87,63,5.11,18,9
20170226121719,1094,9,87,63,4.2,18,9
20170226121720,834,7,87,63,4.2,18,11
20170226121721,834,7,87,63,4.13,18,15
20170226121722,757,7,87,63,4.97,18,15
20170226121723,824,5,87,63,4.97,18,15
20170226121724,824,4,87,63,4.97,18,15
20170226121725,801,4,87,63,4.76,20,15
20170226121726,1064,3,87,63,4.76,20,22
20170226121727,1064,6,87,63,11.41,23,22
20170226121728,1522,6,87,63,6.44,18,22
20170226121729,1178,7,87,63,6.44,18,9
20170226121730,1178,6,87,63,5.46,18,16
20170226121731,1025,6,87,63,10.08,22,16
20170226121732,1095,6,87,63,10.08,22,10
20170226121734,1095,6,87,63,5.11,18,15
20170226121735,807,6,87,63,4.97,18,15
20170226121736,807,3,87,63,4.97,18,13
20170226121737,861,3,87,63,4.2700000000000005,18,12
20170226121738,808,1,87,63,4.0600000000000005,18,12
20170226121739,799,0,87,63,4.0600000000000005,18,13
20170226121740,799,0,87,63,4.0600000000000005,18,12
20170226121741,809,0,87,63,4.13,18,12
20170226121742,806,0,87,63,4.13,18,13
20170226121743,806,0,87,63,3.99,18,12
20170226121744,798,0,87,63,3.99,18,12
20170226121745,806,0,87,63,3.99,18,13
20170226121746,806,0,87,63,4.0600000000000005,18,12
20170226121747,795,0,87,63,4.83,18,12
20170226121748,811,0,87,63,4.83,18,16
20170226121749,811,0,87,63,4.9,18,15
20170226121750,811,0,87,63,4.83,18,15
20170226121751,794,0,87,63,4.83,18,15
20170226121752,794,0,87,63,4.9,18,15
20170226121753,793,0,87,63,4.97,18,15
20170226121754,812,0,87,63,4.97,18,15
20170226121755,812,0,87,63,4.97,18,15
20170226121757,803,0,87,63,4.97,18,15
20170226121758,879,0,87,63,4.97,18,17
20170226121759,879,0,87,63,10.5,23,29
20170226121800,1095,0,87,63,13.93,24,18
20170226121801,1375,3,87,63,5.67,24,18
20170226121802,1375,7,87,63,5.67,18,13
20170226121803,995,7,87,63,6.58,20,19
20170226121804,1110,5,87,63,8.75,20,19
20170226121805,1110,6,87,63,8.75,21,16
20170226121806,1277,6,87,63,4.41,18,16
20170226121807,1010,6,87,63,4.2700000000000005,18,9
20170226121808,1010,5,87,63,4.2700000000000005,18,12
20170226121809,897,5,87,63,4.83,18,12
20170226121810,767,4,87,63,3.7800000000000002,18,12
20170226121811,767,4,87,63,3.7800000000000002,18,13
20170226121812,808,4,87,63,4.0600000000000005,18,12
20170226121814,831,2,87,63,4.0600000000000005,18,12
20170226121815,831,1,87,63,4.0600000000000005,18,12
20170226121816,805,1,87,63,4.13,19,12
20170226121817,1054,1,87,63,11.34,19,20
20170226121818,1054,2,87,64,11.34,23,31
20170226121819,1190,2,87,64,5.39,18,31
20170226121820,1002,6,87,63,5.39,18,11
20170226121821,1002,5,87,63,5.11,18,15
20170226121822,857,5,87,63,6.09,19,15
20170226121823,941,4,87,63,6.09,19,18
20170226121824,941,5,87,63,5.39,19,15
20170226121825,919,5,87,63,5.74,18,15
20170226121826,748,5,87,63,5.74,18,13
20170226121827,748,5,87,63,4.55,18,14
20170226121828,788,4,87,63,4.83,18,14
20170226121829,788,4,87,63,4.83,18,15
20170226121830,804,4,87,63,4.69,18,13
20170226121831,903,3,87,63,3.99,18,13
20170226121832,903,3,87,63,3.99,18,12
20170226121833,796,3,87,63,3.85,18,12
20170226121834,794,2,87,63,3.99,18,12
20170226121835,794,2,87,63,3.99,18,13
20170226121836,742,2,87,63,4.62,18,18
20170226121837,771,2,87,63,4.48,18,18
20170226121838,771,3,87,63,4.48,18,12
20170226121839,842,3,87,63,4.41,18,13
20170226121840,837,3,87,63,4.97,18,13
20170226121842,777,1,87,63,4.97,18,16
20170226121843,777,0,88,63,4.97,18,15
20170226121844,816,0,88,63,4.9,18,15
20170226121845,808,0,88,63,4.9,18,15
20170226121846,808,0,88,63,4.9,18,15
20170226121847,795,0,88,63,4.83,18,15
20170226121848,801,0,88,63,4.83,18,15
20170226121849,801,0,88,63,4.83,18,15
20170226121850,806,0,88,63,4.97,18,15
20170226121851,824,0,88,63,4.97,18,15
20170226121852,824,0,88,63,9.31,22,27
20170226121853,1155,0,88,64,13.3,18,27
20170226121854,828,4,88,64,13.3,18,10
20170226121855,828,4,87,64,5.11,18,15
20170226121856,817,4,87,64,4.97,17,15
20170226121857,827,4,87,64,4.97,17,15
20170226121858,827,4,87,64,4.83,17,13
20170226121859,872,3,87,63,4.13,18,13
20170226121900,824,3,87,64,4.13,18,12
20170226121901,824,3,87,64,4.2700000000000005,21,24
20170226121903,1280,2,87,65,12.040000000000001,21,24
20170226121904,1280,7,87,65,12.040000000000001,23,19
20170226121905,1512,7,87,65,4.69,18,10
20170226121906,1119,7,87,65,8.19,21,10
20170226121907,1119,6,87,65,8.19,21,18
20170226121908,1372,6,87,65,8.82,18,8
20170226121909,1258,7,87,65,5.18,19,8
20170226121910,1258,6,87,65,5.18,19,15
20170226121911,1055,6,87,65,9.52,22,15
20170226121912,1288,6,87,65,5.11,22,22
20170226121913,1288,7,87,65,5.11,17,12
20170226121914,813,7,87,65,4.83,18,12
20170226121915,807,4,87,65,4.83,18,15
20170226121916,807,3,87,65,4.83,18,15
20170226121917,813,3,87,65,4.9,18,15
20170226121918,811,2,87,64,4.9,18,15
20170226121919,811,2,87,64,5.88,21,24
20170226121920,1158,2,87,65,4.97,17,24
20170226121921,836,4,87,65,4.97,17,13
20170226121922,836,4,87,65,4.9,18,15
20170226121924,821,4,87,65,4.97,18,15
20170226121925,864,4,87,65,4.97,18,13
20170226121926,864,4,87,65,3.99,18,13
20170226121927,798,4,87,64,3.99,18,13
20170226121928,798,3,87,64,3.99,17,12
20170226121929,817,3,87,64,4.0600000000000005,18,12
20170226121930,813,3,87,64,4.0600000000000005,18,12
20170226121931,813,3,87,64,3.85,18,13
20170226121932,836,3,87,65,7.49,21,13
20170226121933,1197,4,87,65,7.49,21,21
20170226121934,1197,6,88,65,4.2,18,9
20170226121935,1044,6,88,65,4.2700000000000005,18,9
20170226121936,897,5,88,65,4.2700000000000005,18,11
20170226121937,897,5,88,65,6.37,20,20
20170226121938,1077,4,88,65,4.83,18,20
20170226121939,1077,6,87,65,4.83,18,13
20170226121940,964,6,87,65,6.72,20,21
20170226121941,1092,5,87,65,4.9,20,21
20170226121942,1092,6,87,65,4.9,18,13
20170226121943,807,6,87,65,4.76,18,13
20170226121944,791,5,87,65,4.83,18,15
20170226121945,791,2,87,65,4.83,18,15
20170226121946,803,2,87,64,4.9,18,15
20170226121947,827,1,87,64,4.9,18,14
20170226121948,827,1,87,64,4.83,18,15
20170226121949,806,1,87,64,4.83,18,15
20170226121950,853,1,87,64,4.83,18,13
20170226121952,853,1,87,64,4.0600000000000005,18,12
20170226121953,797,1,87,64,3.92,18,12
20170226121954,797,1,87,64,4.62,18,13
20170226121955,797,1,87,64,4.62,19,17
20170226121956,1008,1,87,64,3.99,18,17
20170226121957,795,2,87,64,3.99,18,12
20170226121958,795,2,87,64,3.99,18,12
20170226121959,792,2,87,64,3.92,18,12
20170226122000,1507,2,87,64,13.58,18,27
20170226122001,1507,3,87,64,13.58,21,8
20170226122002,1136,3,87,65,4.41,18,8
20170226122003,816,4,87,65,4.83,18,15
20170226122004,816,3,87,65,4.83,18,15
20170226122005,791,3,87,65,4.83,18,15
20170226122006,813,3,87,65,4.83,18,15
20170226122007,813,3,87,65,4.83,18,15
20170226122008,787,3,87,65,4.97,18,15
20170226122009,819,3,87,64,4.97,18,15
20170226122010,819,3,87,64,4.97,18,15
20170226122011,806,2,87,64,4.97,18,15
20170226122013,799,2,87,64,4.97,18,15
20170226122014,799,2,87,64,4.9,18,15
20170226122015,797,2,87,64,4.83,18,15
20170226122016,802,3,87,64,4.83,18,15
20170226122017,802,2,87,64,4.83,18,15
20170226122018,799,2,87,64,4.9,18,15
20170226122019,881,3,87,64,4.9,18,13
20170226122020,881,3,87,64,4.2700000000000005,18,12
20170226122021,808,3,87,64,4.13,18,12
20170226122022,805,2,87,64,4.13,18,13
20170226122023,805,1,87,64,4.0600000000000005,18,13
20170226122024,814,1,87,64,4.0600000000000005,18,13
20170226122025,810,1,87,65,4.0600000000000005,18,12
20170226122026,810,1,87,65,4.0600000000000005,19,21
20170226122027,1159,1,87,65,10.5,23,21
20170226122028,1468,4,87,65,10.5,23,23
20170226122029,1468,7,87,65,7.5600000000000005,18,8
20170226122030,1304,7,87,65,5.53,18,8
20170226122031,798,7,87,65,5.53,18,15
20170226122032,798,5,87,65,5.11,18,15
20170226122033,800,5,87,65,5.11,18,15
20170226122034,826,4,87,65,5.11,18,15
20170226122035,826,4,87,65,4.97,18,15
20170226122036,804,4,87,65,4.83,18,15
20170226122037,804,4,87,65,4.83,18,15
20170226122039,793,4,87,65,4.97,18,15
20170226122040,811,4,87,65,4.97,18,15
20170226122041,813,4,87,65,4.97,18,15
20170226122042,813,4,87,65,4.83,18,16
20170226122043,775,4,87,65,4.9,18,16
20170226122044,798,2,87,65,4.9,18,15
20170226122045,798,2,87,65,4.83,18,15
20170226122046,800,2,87,65,4.9,18,15
20170226122047,824,3,87,65,4.9,18,15
20170226122048,824,2,87,65,4.2,18,12
20170226122049,839,2,87,65,4.13,18,12
20170226122050,813,1,87,65,4.13,18,12
20170226122051,813,1,87,65,4.0600000000000005,18,12
20170226122052,782,1,87,65,5.32,22,12
20170226122053,1300,2,87,65,5.32,22,22
20170226122054,1300,2,87,65,8.33,18,10
20170226122055,955,6,87,65,4.2,18,10
20170226122056,868,6,87,65,4.2,18,12
20170226122057,868,6,87,65,4.13,18,12
20170226122059,819,6,87,65,4.55,18,12
20170226122100,819,6,87,65,4.55,18,16
20170226122101,805,6,87,65,4.83,18,15
20170226122102,796,6,87,65,4.83,18,15
20170226122103,796,6,87,65,4.83,18,15
20170226122104,799,6,87,65,4.76,18,16
20170226122105,784,4,87,65,4.83,18,16
20170226122106,784,3,87,65,4.83,18,15
20170226122107,793,3,87,65,4.83,18,15
20170226122108,801,2,87,65,5.04,18,15
20170226122109,801,1,87,65,5.04,18,15
20170226122110,804,1,87,65,4.83,18,15
20170226122111,810,0,87,65,4.76,18,15
20170226122112,810,0,87,65,4.76,18,15
20170226122113,821,0,87,65,4.83,18,15
20170226122114,804,1,87,65,4.83,18,15
20170226122115,804,1,87,65,4.83,18,15
20170226122116,800,1,87,65,4.83,18,12
20170226122117,858,2,87,65,4.2700000000000005,18,12
20170226122118,858,1,87,65,4.2700000000000005,18,13
20170226122119,815,1,87,65,4.0600000000000005,18,12
20170226122120,789,1,87,65,3.99,18,12
20170226122121,789,1,87,65,3.99,18,13
20170226122122,802,1,87,65,3.99,18,12
20170226122124,804,2,87,65,3.99,18,12
20170226122125,799,2,87,65,3.99,18,12
20170226122126,799,2,87,65,3.92,18,13
20170226122127,803,2,87,65,4.13,18,13
20170226122128,738,0,87,65,4.13,18,15
20170226122129,738,0,87,65,4.76,18,15
20170226122130,784,0,87,65,4.97,18,15
20170226122131,804,0,87,65,4.97,18,15
20170226122132,804,0,87,65,4.9,18,15
20170226122133,813,0,87,65,4.97,18,15
20170226122134,889,0,87,65,4.97,18,16
20170226122135,889,1,87,65,9.17,22,12
20170226122136,992,1,87,66,4.83,18,12
20170226122137,812,2,87,66,4.83,18,16
20170226122138,812,1,87,66,5.25,18,15
20170226122139,816,1,87,65,5.25,17,15
20170226122140,816,1,87,65,5.25,17,16
20170226122141,807,1,87,65,5.04,18,15
20170226122142,825,2,87,65,5.04,18,15
20170226122143,825,2,87,65,5.04,18,15
20170226122144,808,2,87,65,5.04,18,15
20170226122146,852,3,87,65,4.13,18,13
20170226122147,852,3,87,65,4.13,17,12
20170226122148,810,3,87,65,4.13,17,12
20170226122149,803,2,87,66,4.0600000000000005,17,12
20170226122150,803,0,87,66,4.0600000000000005,18,12
20170226122151,807,0,87,65,3.99,18,12
20170226122152,797,1,87,65,3.99,18,13
20170226122153,797,1,87,65,3.99,18,13
20170226122154,808,1,87,66,4.0600000000000005,18,13
20170226122155,804,2,87,66,3.92,18,12
20170226122156,804,2,87,66,3.92,18,15
20170226122157,725,2,87,66,4.83,18,15
20170226122158,800,2,87,66,4.97,18,15
20170226122159,800,3,87,66,4.97,18,15
20170226122200,796,3,87,66,4.76,18,15
20170226122201,801,3,87,66,4.76,18,15
20170226122202,801,4,87,66,5.04,18,15
20170226122203,820,4,87,66,4.83,18,15
20170226122204,783,4,87,66,4.83,18,15
20170226122205,783,4,87,66,4.83,18,15
20170226122206,807,4,87,66,4.9,18,15
20170226122207,807,4,87,66,4.9,18,15
20170226122208,834,4,87,66,4.83,18,15
20170226122209,829,4,87,66,4.69,18,15
20170226122210,829,4,87,66,4.69,18,15
20170226122212,801,4,87,66,4.69,17,15
20170226122213,807,4,87,66,4.69,17,15
20170226122214,807,4,87,66,4.69,18,15
20170226122215,749,4,87,66,4.69,18,15
20170226122216,796,3,87,66,4.48,18,15
20170226122217,796,1,87,66,4.48,18,11
20170226122218,850,1,87,66,4.2,17,11
20170226122219,793,1,87,66,4.2,17,13
20170226122220,793,0,87,66,3.92,18,13
20170226122221,802,0,87,66,4.2,18,13
20170226122222,846,0,87,66,4.2,18,13
20170226122223,846,0,87,66,4.13,18,11
20170226122224,784,0,87,66,3.92,18,11
20170226122225,801,0,87,66,3.92,18,12
20170226122226,801,0,87,66,4.0600000000000005,18,15
20170226122227,755,0,87,66,4.76,18,15
20170226122228,801,0,87,66,4.76,18,15
20170226122229,801,0,87,66,4.83,18,15
20170226122230,792,0,87,66,4.9,18,15
20170226122231,802,0,87,66,4.9,18,15
20170226122232,802,0,87,66,4.9,18,15
20170226122233,806,0,87,66,4.97,18,15
20170226122234,806,0,87,66,4.97,18,21
20170226122235,939,0,87,66,9.870000000000001,22,27
20170226122236,1077,2,87,66,4.97,22,27
20170226122237,1077,5,87,66,4.97,18,14
20170226122239,793,5,87,66,4.9,18,15
20170226122240,813,5,87,66,4.83,18,15
20170226122241,813,1,87,66,4.83,18,15
20170226122242,820,1,87,66,4.83,18,15
20170226122243,799,0,87,66,4.83,18,15
20170226122244,799,0,87,66,4.83,18,15
20170226122245,807,0,87,66,4.76,18,15
20170226122246,799,0,87,66,4.69,18,15
20170226122247,799,0,87,66,4.69,18,11
20170226122248,832,0,87,66,3.99,18,11
20170226122249,807,1,87,66,3.99,18,12
20170226122250,807,1,87,66,3.99,18,12
20170226122251,799,1,87,66,3.99,18,12
20170226122252,799,2,87,66,3.99,18,12
20170226122253,799,1,87,66,3.99,18,12
20170226122254,813,1,87,66,3.92,18,12
20170226122255,813,0,87,66,3.92,18,12
20170226122256,807,0,87,66,4.0600000000000005,18,12
20170226122257,796,0,87,66,4.13,18,12
20170226122258,796,0,87,66,4.13,18,16
20170226122259,766,0,87,66,4.83,18,15
20170226122300,802,0,87,66,4.9,18,15
20170226122301,802,0,87,66,4.9,18,15
20170226122302,801,0,87,66,4.83,18,15
20170226122303,794,0,87,66,4.97,18,15
20170226122304,794,0,87,66,4.97,18,16
20170226122305,803,0,87,66,5.04,18,16
20170226122306,810,0,87,66,5.04,18,15
20170226122307,810,0,87,66,4.97,18,15
20170226122309,795,0,87,66,4.97,18,15
20170226122310,806,0,87,66,4.97,18,15
20170226122311,806,0,87,66,4.97,18,15
20170226122312,808,0,87,66,4.97,18,15
20170226122313,796,0,87,66,4.97,18,15
20170226122314,796,0,87,66,4.9,18,15
20170226122315,799,0,87,66,4.97,18,15
20170226122316,799,0,87,66,4.97,18,15
20170226122317,806,0,87,66,4.9,18,15
20170226122318,800,0,87,66,5.04,18,15
20170226122319,857,0,87,66,5.04,18,14
20170226122320,857,0,87,66,4.13,18,13
20170226122321,803,0,87,66,4.13,18,13
20170226122322,793,0,87,66,4.2,18,13
20170226122323,793,0,87,66,4.2,18,13
20170226122324,817,0,87,66,4.13,18,13
20170226122325,818,0,87,66,4.0600000000000005,18,13
20170226122326,818,0,87,66,4.0600000000000005,18,12
20170226122327,801,0,87,66,4.0600000000000005,18,12
20170226122329,798,0,87,66,4.0600000000000005,18,12
20170226122330,798,0,87,66,3.99,17,15
20170226122331,742,0,87,66,4.9,18,15
20170226122332,802,0,87,66,4.9,18,15
20170226122333,802,0,87,66,4.83,18,15
20170226122334,794,0,87,66,7.7700000000000005,21,15
20170226122335,794,1,87,66,7.7700000000000005,21,23
20170226122336,817,1,87,66,9.73,22,12
20170226122337,1005,2,87,67,6.44,22,12
20170226122338,1005,6,87,67,6.44,19,16
20170226122339,1097,6,87,67,6.16,18,16
20170226122340,1000,6,87,67,5.18,18,13
20170226122341,1000,5,87,67,5.18,18,14
20170226122342,894,5,87,67,5.18,18,14
20170226122343,790,4,87,67,4.62,18,15
20170226122344,790,4,87,67,4.62,18,16
20170226122345,783,4,87,67,4.69,18,16
20170226122346,801,1,87,66,4.69,18,15
20170226122347,801,0,87,66,4.83,18,15
20170226122348,801,0,87,66,4.83,18,15
20170226122349,925,1,87,66,4.83,18,14
20170226122350,925,1,87,66,4.2,18,11
20170226122351,797,0,87,66,3.99,18,11
20170226122352,797,0,87,66,3.99,18,12
20170226122354,791,0,87,66,3.99,18,12
20170226122355,797,0,87,66,3.99,18,12
20170226122356,797,1,87,66,3.99,18,12
20170226122357,789,1,87,66,3.99,18,12
20170226122358,797,1,87,66,3.99,18,12
20170226122359,797,1,87,66,4.0600000000000005,18,12
20170226122400,762,2,87,66,4.69,18,12
20170226122401,762,2,87,66,4.69,18,15
20170226122402,801,2,87,66,4.9,18,15
20170226122403,801,2,87,66,4.9,18,15
20170226122404,801,3,87,66,4.9,18,15
20170226122405,802,3,87,66,4.9,18,15
20170226122406,808,1,87,66,4.97,18,15
20170226122407,808,1,87,66,4.97,18,15
20170226122408,809,1,87,66,4.83,18,15
20170226122409,803,1,87,66,4.76,18,15
20170226122410,803,0,87,66,4.76,18,15
20170226122411,801,0,87,66,4.83,18,15
20170226122412,791,0,87,66,4.9,18,15
20170226122413,791,0,87,66,4.9,18,15
20170226122414,807,0,87,66,4.97,18,15
20170226122415,796,0,87,66,4.97,18,15
20170226122416,796,0,87,66,4.97,18,15
20170226122417,806,0,87,66,4.83,18,15
20170226122418,806,0,87,66,4.83,18,15
20170226122419,798,0,87,66,4.9,18,15
20170226122420,801,0,87,66,4.97,18,15
20170226122421,801,0,87,66,4.97,18,15
20170226122422,798,0,87,66,4.9,18,15
20170226122424,842,0,87,66,4.2,18,15
20170226122425,842,0,87,66,4.2,18,12
20170226122426,812,0,87,66,4.13,18,12
20170226122427,808,0,87,67,3.92,18,12
20170226122428,808,0,87,67,3.92,18,13
20170226122429,813,0,87,67,3.99,18,14
20170226122430,798,1,87,67,5.8100000000000005,18,14
20170226122431,798,2,87,67,5.8100000000000005,20,20
20170226122432,986,2,87,67,6.58,19,10
20170226122433,1094,4,87,68,4.83,19,10
20170226122434,1094,6,87,68,4.83,18,16
20170226122435,838,6,87,68,5.25,18,16
20170226122436,842,5,87,68,5.25,18,16
20170226122437,842,4,87,68,5.25,18,15
20170226122438,830,4,87,68,4.97,18,15
20170226122439,819,3,87,67,5.04,18,15
20170226122440,819,2,87,67,5.04,18,15
20170226122441,799,2,87,67,4.83,18,15
20170226122442,795,0,87,67,4.97,18,15
20170226122443,795,0,87,67,4.97,18,15
20170226122444,798,0,87,67,4.83,18,16
20170226122445,802,0,87,67,5.04,18,16
20170226122446,802,0,87,67,5.04,18,15
20170226122447,797,0,87,67,5.04,18,15
20170226122449,794,0,87,67,4.97,18,15
20170226122450,794,0,87,67,4.97,18,15
20170226122451,797,0,87,67,5.74,20,15
20170226122452,975,0,87,67,11.41,20,25
20170226122453,975,3,87,67,11.41,23,25
20170226122454,1390,3,87,68,5.6000000000000005,18,25
20170226122455,1171,7,87,68,5.6000000000000005,18,10
20170226122456,1171,6,87,68,5.11,18,15
20170226122457,855,6,87,68,4.48,18,15
20170226122458,837,4,87,67,4.48,18,13
20170226122459,837,2,87,67,4.41,18,13
20170226122500,833,2,87,67,4.2700000000000005,18,13
20170226122501,820,1,87,67,4.2700000000000005,18,13
20170226122502,820,2,87,67,4.2,18,13
20170226122503,814,2,87,67,3.99,18,13
20170226122504,771,2,87,67,3.99,18,13
20170226122505,771,0,87,67,4.76,18,15
20170226122506,790,0,87,67,4.9,18,15
20170226122507,802,1,87,67,4.9,18,15
20170226122508,802,0,87,67,4.97,18,15
20170226122509,793,0,87,67,5.04,18,15
20170226122510,794,0,87,67,5.04,18,15
20170226122511,794,0,87,67,4.97,18,15
20170226122512,806,0,87,67,4.97,18,15
20170226122514,802,0,87,67,4.97,18,15
20170226122515,802,0,87,67,4.83,18,16
20170226122516,804,0,87,67,5.04,18,16
20170226122517,804,0,87,67,5.04,18,15
20170226122518,797,0,87,67,4.97,18,16
20170226122519,796,0,87,67,4.9,18,16
20170226122520,796,0,87,67,4.9,18,15
20170226122521,809,0,87,67,4.97,18,15
20170226122522,798,0,87,68,4.97,18,15
20170226122523,798,0,87,67,4.97,18,15
20170226122524,799,0,87,67,4.97,20,31
20170226122525,1519,0,87,68,14.63,24,31
20170226122526,1519,2,87,68,14.63,24,11
20170226122527,1244,2,87,68,5.46,18,15
20170226122528,849,5,87,68,5.04,18,15
20170226122529,849,5,87,68,5.04,18,15
20170226122530,822,5,87,68,4.97,18,16
20170226122531,761,4,87,68,4.97,18,16
20170226122532,761,3,87,68,4.97,18,15
20170226122533,798,3,87,68,4.97,18,15
20170226122534,833,1,87,68,4.97,18,15
20170226122535,833,0,87,68,4.97,18,15
20170226122536,903,0,87,68,4.13,18,15
20170226122537,808,0,87,68,4.0600000000000005,18,12
20170226122539,808,1,87,68,4.0600000000000005,18,13
20170226122540,794,1,87,68,3.92,18,13
20170226122541,810,1,87,68,4.13,18,13
20170226122542,810,0,87,68,4.13,18,13
20170226122543,810,0,87,68,3.99,18,13
20170226122544,802,0,87,68,4.83,18,12
20170226122545,802,0,87,68,4.83,18,16
20170226122546,752,0,87,68,4.9,18,16
20170226122547,794,0,87,68,4.9,18,15
20170226122548,794,0,87,68,4.97,18,16
20170226122549,806,0,87,68,5.04,18,16
20170226122550,802,0,87,68,5.04,18,15
20170226122551,802,0,87,68,4.9,18,16
20170226122552,793,0,87,68,6.3,20,16
20170226122553,790,0,87,68,6.3,20,24
20170226122554,790,0,87,68,9.450000000000001,22,11
20170226122555,852,4,87,68,4.83,22,11
20170226122556,852,6,87,68,4.83,18,15
20170226122557,801,6,87,68,4.97,18,16
20170226122558,790,4,87,68,4.97,18,16
20170226122559,790,4,87,68,4.97,18,15
20170226122600,835,4,87,68,5.04,18,15
20170226122601,813,4,87,68,4.83,18,15
20170226122602,813,4,87,68,4.83,18,15
20170226122603,799,4,87,68,4.83,18,15
20170226122604,808,4,87,68,4.83,18,15
20170226122605,808,5,87,68,4.76,18,14
20170226122606,797,5,87,68,4.62,18,14
20170226122607,797,4,87,68,4.62,18,15
20170226122609,797,5,87,68,4.9,21,24
20170226122610,1289,5,87,68,12.32,22,24
20170226122611,1309,7,87,68,12.32,22,10
20170226122612,1309,7,87,68,5.74,19,20
20170226122613,1210,7,87,68,10.71,22,20
20170226122614,1219,7,87,68,10.71,22,9
20170226122615,1219,7,87,68,5.46,18,12
20170226122616,1015,7,87,68,5.39,19,12
20170226122617,1015,5,87,68,5.39,19,13
20170226122618,1004,5,87,68,3.7800000000000002,18,12
20170226122619,780,5,87,68,3.99,18,12
20170226122620,780,6,87,68,3.99,18,13
20170226122621,805,6,87,68,4.2700000000000005,18,13
20170226122622,832,4,87,68,3.99,18,12
