TIME,RPM,SPEED,COOLANT_TEMP,INTAKE_TEMP,MAF,THROTTLE_POS,ENGINE_LOAD
20170226120505,903,4,85,34,11.41,23,10
20170226120506,1234,4,85,34,4.97,17,10
20170226120508,929,4,85,34,4.97,17,12
20170226120509,929,4,85,34,4.62,17,13
20170226120510,1157,1,85,34,5.18,17,13
20170226120511,1157,0,85,35,5.18,17,14
20170226120512,2079,0,86,35,29.19,30,14
20170226120513,2623,7,86,35,40.32,30,37
20170226120514,2623,14,86,35,40.32,33,33
20170226120515,3878,14,86,34,36.12,27,33
20170226120516,3872,21,86,33,36.12,27,15
20170226120517,3872,21,85,33,12.25,18,9
20170226120518,3192,21,85,33,13.86,21,9
20170226120519,3192,17,85,34,13.86,21,11
20170226120520,2925,17,85,34,13.02,21,11
20170226120521,2668,15,85,34,7.98,21,11
20170226120522,2668,12,85,34,7.98,17,8
20170226120523,1993,12,85,34,7.28,19,8
20170226120524,1689,10,85,34,7.28,19,11
20170226120525,1689,8,85,34,7.42,19,11
20170226120526,1610,8,85,34,7.28,19,11
20170226120527,1566,8,85,34,7.28,19,11
20170226120529,1566,8,85,34,7.28,19,11
20170226120530,1525,8,85,34,7.140000000000001,19,11
20170226120531,1525,8,85,34,7.140000000000001,19,11
20170226120532,1505,8,85,34,7.0,19,9
20170226120533,1326,7,85,34,4.83,19,9
20170226120534,1326,7,85,34,4.83,17,11
20170226120535,932,7,85,35,4.41,17,11
20170226120536,862,4,85,35,4.41,17,13
20170226120537,862,4,86,35,4.2700000000000005,17,12
20170226120538,865,4,86,35,4.13,17,12
20170226120539,865,3,86,35,4.13,17,12
20170226120540,828,3,86,35,4.97,17,21
20170226120541,1283,3,86,36,10.64,21,21
20170226120542,1250,3,86,37,10.64,21,24
20170226120543,1250,3,86,37,8.47,17,11
20170226120544,1136,7,86,37,6.16,19,11
20170226120545,1136,6,86,37,6.16,19,16
20170226120546,1122,6,87,37,6.79,19,16
20170226120547,1018,6,87,37,6.09,19,13
20170226120548,1018,5,87,37,6.09,19,15
20170226120549,1104,5,87,37,4.48,17,15
20170226120550,903,6,87,37,4.48,17,12
20170226120551,903,2,87,37,4.41,17,12
20170226120553,859,2,87,37,4.2,17,12
20170226120554,858,1,87,37,4.2,17,12
20170226120555,858,0,87,37,4.2700000000000005,18,15
20170226120556,966,0,87,37,8.61,21,15
20170226120557,1255,2,87,38,8.61,21,22
20170226120558,1255,4,87,38,4.76,17,13
20170226120559,915,4,87,38,4.48,17,13
20170226120600,856,4,87,38,4.48,17,11
20170226120601,856,4,87,38,4.2,17,13
20170226120602,862,4,87,38,4.2,17,13
20170226120603,843,3,87,38,4.2,17,12
20170226120604,843,3,87,38,4.13,17,14
20170226120605,941,3,87,38,8.96,21,14
20170226120606,1161,3,87,39,8.96,21,25
20170226120607,1161,3,87,39,9.73,18,11
20170226120608,1070,6,87,39,5.88,19,11
20170226120609,1086,6,87,39,5.88,19,17
20170226120610,1086,6,87,39,8.05,20,12
20170226120611,896,6,87,39,5.11,17,12
20170226120612,896,6,87,39,5.11,17,15
20170226120613,861,6,87,39,4.41,17,11
20170226120614,831,5,87,39,3.92,17,11
20170226120616,831,5,87,39,3.92,17,12
20170226120617,846,5,87,39,4.13,17,12
20170226120618,831,4,87,39,4.13,17,12
20170226120619,831,2,87,39,4.13,17,12
20170226120620,830,2,87,39,4.13,17,12
20170226120621,831,1,87,39,4.13,17,12
20170226120622,831,0,87,39,4.13,17,12
20170226120623,820,0,87,39,3.92,17,12
20170226120624,798,0,87,39,3.7800000000000002,17,12
20170226120625,798,0,87,39,3.7800000000000002,17,12
20170226120626,813,0,87,39,10.01,23,12
20170226120627,1325,0,87,40,10.01,23,23
20170226120628,1325,3,87,40,12.46,17,9
20170226120629,892,3,87,40,4.41,17,9
20170226120630,830,5,87,40,4.41,17,15
20170226120631,830,5,87,40,4.83,17,15
20170226120632,818,4,87,40,4.76,17,15
20170226120633,820,4,87,40,4.76,17,14
20170226120634,820,4,87,40,6.37,20,21
20170226120635,1088,4,87,41,9.450000000000001,20,21
20170226120636,1088,5,87,41,9.450000000000001,19,11
20170226120637,1026,5,87,41,6.44,19,18
20170226120638,1125,5,87,41,4.41,19,18
20170226120639,1125,6,87,41,4.41,17,11
20170226120640,982,6,87,41,4.41,18,11
20170226120641,933,5,87,41,4.34,18,12
20170226120642,933,5,87,41,4.34,17,12
20170226120643,759,5,87,41,3.85,17,12
20170226120644,802,4,87,41,3.85,17,12
20170226120645,802,4,87,41,3.99,17,11
20170226120646,824,1,87,41,3.7800000000000002,17,11
20170226120647,824,1,87,41,3.7800000000000002,17,13
20170226120649,952,1,87,41,7.07,21,21
20170226120650,1009,1,87,42,9.8,22,21
20170226120651,1360,3,87,43,9.8,22,15
20170226120652,1360,7,87,43,4.55,17,9
20170226120653,1066,7,87,43,4.76,18,9
20170226120654,973,5,87,43,4.76,18,15
20170226120655,973,5,87,43,7.84,20,18
20170226120656,1152,5,87,43,6.72,19,18
20170226120657,1085,6,87,43,5.95,19,13
20170226120658,1085,6,87,43,5.95,19,16
20170226120659,1081,6,87,43,7.5600000000000005,20,17
20170226120700,1215,6,87,43,7.7700000000000005,20,17
20170226120701,1215,6,87,43,7.7700000000000005,19,11
20170226120702,1060,6,87,43,4.76,18,13
20170226120703,990,5,87,43,5.39,18,13
20170226120704,990,5,87,43,5.39,19,12
20170226120705,1015,5,87,43,5.04,19,12
20170226120706,810,5,87,43,3.64,19,10
20170226120707,810,4,87,43,3.64,17,13
20170226120709,808,4,87,43,3.99,17,13
20170226120710,817,4,87,43,3.92,17,13
20170226120711,817,2,87,43,3.92,17,12
20170226120712,814,2,87,43,7.49,22,18
20170226120713,1268,2,87,43,10.36,22,18
20170226120714,1268,5,87,44,10.36,17,9
20170226120715,880,5,87,44,4.2700000000000005,17,12
20170226120716,823,6,87,44,4.0600000000000005,17,12
20170226120717,823,5,87,43,4.0600000000000005,17,15
20170226120718,791,5,87,43,4.83,17,15
20170226120719,807,5,87,43,4.76,17,15
20170226120720,807,4,87,43,4.76,17,14
20170226120721,800,4,87,43,4.69,17,14
20170226120722,853,3,87,43,4.69,17,15
20170226120723,853,3,87,43,7.140000000000001,20,21
20170226120724,1005,3,87,44,7.3500000000000005,20,21
20170226120725,1121,5,87,44,7.3500000000000005,20,16
20170226120726,1121,5,87,44,7.49,20,15
20170226120727,1272,6,87,45,7.5600000000000005,20,15
20170226120728,1407,7,87,45,7.5600000000000005,20,13
20170226120729,1407,7,87,45,7.5600000000000005,20,13
20170226120730,1488,7,87,45,7.63,20,13
20170226120731,1488,7,87,46,7.63,20,12
20170226120732,1531,7,87,46,4.83,17,9
20170226120733,1253,7,87,45,6.79,20,9
20170226120734,1253,7,87,46,6.79,20,14
20170226120735,1315,7,87,46,7.49,20,13
20170226120736,1378,7,87,46,4.41,20,13
20170226120738,1378,7,87,46,4.41,18,11
20170226120739,1123,7,87,46,5.74,19,14
20170226120740,1134,6,87,46,8.33,19,14
20170226120741,1134,6,87,46,8.33,20,16
20170226120742,1269,6,87,46,8.120000000000001,20,16
20170226120743,1173,7,87,46,5.6000000000000005,20,10
20170226120744,1173,6,87,46,5.6000000000000005,18,15
20170226120745,1053,6,87,46,7.98,21,15
20170226120746,1258,6,87,46,7.84,21,18
20170226120747,1258,7,87,46,7.84,17,10
20170226120748,1052,7,87,46,5.74,19,10
20170226120749,1062,5,87,46,4.0600000000000005,19,15
20170226120750,1062,5,87,46,4.0600000000000005,17,11
20170226120751,837,5,87,46,4.13,17,11
20170226120752,821,5,87,46,3.99,17,12
20170226120753,821,5,87,46,3.99,17,11
20170226120754,809,5,87,46,3.85,17,11
20170226120755,1055,4,87,45,3.85,17,16
20170226120756,1055,4,87,45,9.38,22,18
20170226120757,1485,4,88,46,7.49,17,18
20170226120758,1262,7,88,46,7.49,17,8
20170226120759,1262,6,88,46,5.25,19,13
20170226120800,1093,6,88,46,7.3500000000000005,21,13
20170226120801,1358,6,88,46,7.3500000000000005,21,16
20170226120802,1358,7,88,46,8.120000000000001,21,14
20170226120804,1497,7,88,46,6.72,18,14
20170226120805,1211,7,88,46,6.72,18,11
20170226120806,1211,6,87,46,6.3,19,15
20170226120807,1099,6,87,46,9.1,21,15
20170226120808,1398,6,87,46,9.1,21,18
20170226120809,1398,7,87,46,9.870000000000001,21,10
20170226120810,1317,7,87,46,6.44,19,10
20170226120811,1164,6,87,46,6.44,19,15
20170226120812,1164,6,87,46,7.49,20,15
20170226120813,1329,6,87,46,4.55,17,15
20170226120814,1329,7,87,46,4.55,17,11
20170226120815,890,7,87,46,3.99,17,12
20170226120816,815,7,87,46,3.99,17,12
20170226120817,815,6,87,46,3.99,17,12
20170226120818,814,6,87,46,3.99,17,12
20170226120819,804,5,87,46,3.92,17,12
20170226120820,801,3,87,46,3.92,17,12
20170226120821,801,3,87,46,3.85,17,12
20170226120822,789,3,87,46,6.0200000000000005,21,12
20170226120823,1028,3,88,46,6.0200000000000005,21,19
20170226120824,1028,3,88,46,9.66,22,18
20170226120825,1561,6,88,47,5.11,22,18
20170226120826,1561,7,88,47,5.11,17,8
20170226120827,1177,7,88,47,6.44,19,16
20170226120829,1109,6,88,47,9.1,21,16
20170226120830,1109,6,88,48,9.1,21,18
20170226120831,1415,6,88,48,8.47,17,10
20170226120832,1195,7,88,48,6.37,19,10
20170226120833,1195,6,88,47,6.37,19,11
20170226120834,786,6,88,47,4.69,17,14
20170226120835,819,5,88,47,4.76,17,14
20170226120836,819,4,88,47,4.76,17,13
20170226120837,864,4,88,47,3.92,17,13
20170226120838,880,3,88,47,6.09,17,13
20170226120839,880,4,88,47,6.09,20,17
20170226120840,1074,4,88,47,3.92,17,17
20170226120841,802,5,88,48,3.92,17,12
20170226120842,802,4,88,48,3.92,17,12
20170226120843,816,4,88,47,3.99,17,12
20170226120844,818,2,88,47,3.85,17,12
20170226120845,818,2,88,47,3.85,17,15
20170226120846,879,2,88,47,6.3,20,15
20170226120847,978,2,88,48,8.61,20,20
20170226120848,978,6,88,48,8.61,21,8
20170226120849,914,6,88,48,4.2,17,8
20170226120850,796,6,88,48,4.2,17,12
20170226120851,796,4,88,48,4.69,17,14
20170226120853,810,4,88,48,4.69,17,14
20170226120854,806,4,88,48,4.69,17,14
20170226120855,806,3,88,48,4.62,17,20
20170226120856,1013,3,88,48,10.01,22,20
20170226120857,1240,4,88,48,10.01,22,25
20170226120858,1240,6,88,48,5.25,17,15
20170226120859,824,6,88,48,4.9,17,15
20170226120900,827,5,88,48,4.9,17,14
20170226120901,827,5,88,48,4.13,17,11
20170226120902,814,5,88,48,3.85,17,11
20170226120903,797,4,88,48,3.85,17,12
20170226120904,797,4,88,48,3.85,18,12
20170226120905,800,4,88,48,3.85,17,12
20170226120906,820,3,88,48,3.85,17,12
20170226120907,820,2,88,48,3.85,17,12
20170226120908,801,2,88,48,3.85,17,12
20170226120909,790,2,88,48,3.85,17,12
20170226120910,790,1,88,48,4.69,19,16
20170226120911,1063,1,88,48,9.450000000000001,22,16
20170226120912,1087,2,88,48,9.450000000000001,22,20
20170226120914,1087,6,88,48,9.8,17,9
20170226120915,859,6,88,49,4.83,17,9
20170226120916,832,6,88,49,4.97,17,15
20170226120917,832,5,88,48,4.97,17,15
20170226120918,834,5,88,48,4.69,17,14
20170226120919,838,5,88,48,6.79,17,14
20170226120920,838,4,88,48,6.79,20,22
20170226120921,1099,4,88,49,4.69,17,22
20170226120922,800,6,88,49,4.62,17,14
20170226120923,800,5,88,49,4.62,17,14
20170226120924,790,5,88,49,4.83,17,14
20170226120925,886,2,88,48,4.2,17,12
20170226120926,886,1,88,48,4.2,17,12
20170226120927,822,1,88,48,3.99,17,14
20170226120928,795,0,88,48,5.8100000000000005,17,14
20170226120929,795,0,88,48,5.8100000000000005,20,25
20170226120930,1039,0,88,49,3.99,17,25
20170226120931,820,2,88,49,3.92,17,12
20170226120932,820,1,88,49,3.92,17,12
20170226120933,775,1,88,48,3.92,17,12
20170226120934,805,1,88,49,3.92,17,12
20170226120935,805,0,88,49,3.99,17,12
20170226120936,807,0,88,49,3.92,17,12
20170226120937,789,0,88,48,3.92,17,12
20170226120939,789,0,88,48,4.83,17,15
20170226120940,794,0,88,49,4.76,17,15
20170226120941,796,0,88,49,4.76,17,15
20170226120942,796,0,88,49,4.83,17,15
20170226120943,803,0,88,49,4.9,17,15
20170226120944,803,0,88,49,4.9,17,15
20170226120945,799,0,88,49,4.9,17,15
20170226120946,802,0,88,49,4.83,17,15
20170226120947,802,0,88,49,4.83,17,15
20170226120948,905,0,88,49,12.6,23,15
20170226120949,1085,0,88,50,12.6,23,27
20170226120950,1085,3,88,50,3.99,17,13
20170226120951,838,3,88,51,4.2700000000000005,17,13
20170226120952,820,2,88,50,4.2700000000000005,17,13
20170226120953,820,2,88,50,4.13,17,12
20170226120954,827,0,88,50,4.0600000000000005,17,12
20170226120955,827,0,88,50,4.0600000000000005,17,12
20170226120956,817,0,88,50,3.99,17,12
20170226120957,797,0,88,50,3.99,17,12
20170226120958,797,0,88,50,3.99,17,13
20170226120959,829,0,88,50,3.85,18,13
20170226121000,899,0,88,51,3.85,18,15
20170226121001,899,0,88,51,7.98,22,19
20170226121002,1057,0,88,51,3.92,17,19
20170226121003,783,2,88,51,3.92,17,15
20170226121004,783,2,88,51,5.11,17,15
20170226121006,829,2,88,51,7.07,20,15
20170226121007,829,2,88,51,7.07,20,27
20170226121008,1091,2,88,51,10.99,17,27
20170226121009,757,4,88,52,4.9,17,12
20170226121010,757,4,88,52,4.9,17,15
20170226121011,820,4,88,52,4.97,17,15
20170226121012,801,4,88,51,4.97,17,15
20170226121013,801,3,88,51,4.97,17,15
20170226121014,814,3,88,51,4.83,17,15
20170226121015,911,1,88,51,4.13,17,13
20170226121016,911,0,88,51,4.13,17,12
20170226121017,799,0,88,51,4.9,20,12
20170226121018,1303,0,88,52,4.9,20,23
20170226121019,1303,2,88,52,11.34,23,24
20170226121020,1224,2,88,52,4.41,17,24
20170226121021,798,5,88,52,4.41,17,12
20170226121022,798,5,88,52,4.13,17,13
20170226121024,814,4,88,52,3.99,17,13
20170226121025,812,2,88,52,3.99,17,12
20170226121026,812,1,88,52,3.99,17,12
20170226121027,835,1,88,52,4.69,19,12
20170226121028,671,0,88,52,4.69,19,22
20170226121029,671,0,88,52,7.63,18,12
20170226121030,777,1,88,52,4.62,18,12
20170226121031,777,1,88,52,4.62,17,15
20170226121032,812,1,88,52,4.76,17,15
20170226121033,793,1,88,52,8.68,17,15
20170226121034,793,0,88,52,8.68,21,22
20170226121035,986,0,88,52,10.5,21,13
20170226121036,806,4,88,53,4.69,21,13
20170226121037,806,4,88,52,4.69,17,15
20170226121038,792,4,88,52,4.2700000000000005,17,12
20170226121039,851,2,88,52,3.99,17,12
20170226121040,851,1,88,52,3.99,17,12
20170226121041,805,1,88,52,3.7800000000000002,17,12
20170226121042,789,0,88,52,3.85,17,12
20170226121043,789,0,88,52,3.85,17,12
20170226121044,805,0,88,52,3.99,17,12
20170226121045,1237,0,88,52,11.48,17,13
20170226121046,1237,1,88,52,11.48,23,22
20170226121047,1248,1,88,54,4.2,17,22
20170226121049,782,3,88,54,3.7800000000000002,17,11
20170226121050,782,3,88,54,3.7800000000000002,17,16
20170226121051,789,3,88,54,4.83,17,16
20170226121052,1120,2,88,53,9.450000000000001,17,22
20170226121053,1120,2,88,53,9.450000000000001,21,11
20170226121054,904,2,88,54,4.62,17,11
20170226121055,846,4,88,54,4.62,17,15
20170226121056,846,3,88,54,5.04,17,15
20170226121057,828,3,88,54,4.83,17,15
20170226121058,809,2,88,54,4.83,17,14
20170226121059,809,2,88,54,4.83,19,28
20170226121100,1675,2,88,54,7.63,17,28
20170226121101,922,2,88,54,7.63,17,11
20170226121102,922,3,87,54,4.13,17,12
20170226121103,823,3,87,54,3.99,17,12
20170226121104,806,2,88,54,3.99,17,12
20170226121105,806,2,88,54,3.99,20,19
20170226121106,1207,1,88,54,5.11,17,19
20170226121107,895,2,88,54,5.11,17,10
20170226121108,895,2,88,54,4.0600000000000005,17,12
20170226121109,799,2,88,54,3.92,17,12
20170226121110,791,1,88,54,3.92,17,12
20170226121111,791,1,88,54,3.92,17,13
20170226121112,807,0,88,54,4.0600000000000005,17,13
20170226121114,819,0,88,54,4.0600000000000005,17,12
20170226121115,819,0,88,54,3.99,17,18
20170226121116,948,0,88,54,11.69,24,18
20170226121117,1361,1,88,54,11.69,24,25
20170226121118,1361,1,88,54,5.67,17,15
20170226121119,803,3,88,54,4.9,17,15
20170226121120,820,2,88,54,4.9,17,15
20170226121121,820,2,88,54,4.83,17,15
20170226121122,813,2,88,54,4.83,17,15
20170226121123,813,1,88,54,4.83,17,15
20170226121124,803,1,88,54,4.76,17,25
20170226121125,1444,0,88,54,15.33,17,25
20170226121126,1444,1,88,55,15.33,24,30
20170226121127,1203,1,88,55,4.2700000000000005,17,12
20170226121128,825,5,88,54,4.13,17,12
20170226121129,825,4,88,54,4.13,17,12
20170226121130,825,4,88,54,3.99,17,12
20170226121131,819,4,88,54,3.99,17,12
20170226121132,819,3,88,54,3.99,17,11
20170226121133,800,3,88,54,3.7800000000000002,17,12
20170226121134,801,2,88,54,3.85,17,12
20170226121135,801,2,88,54,3.85,17,15
20170226121136,1200,2,88,54,10.64,22,15
20170226121137,1300,2,88,55,4.41,22,22
20170226121139,1300,5,88,55,4.41,17,11
20170226121140,853,5,88,55,4.13,17,11
20170226121141,739,4,88,55,4.13,17,14
20170226121142,739,4,88,55,4.55,17,15
20170226121143,810,4,88,55,4.76,17,15
20170226121144,804,3,88,55,4.76,17,15
20170226121145,804,2,88,55,4.62,17,15
20170226121146,928,2,88,54,10.15,22,15
20170226121147,1169,3,88,56,10.15,22,27
20170226121148,1169,6,88,56,10.57,17,10
20170226121149,1012,6,88,56,4.97,18,10
20170226121150,839,5,88,56,5.8100000000000005,18,16
20170226121151,839,4,88,56,5.8100000000000005,19,16
20170226121152,885,4,88,56,5.95,19,16
20170226121153,968,4,88,56,3.71,19,15
20170226121154,968,5,88,56,3.71,17,11
20170226121155,755,5,88,56,3.99,17,11
20170226121156,807,3,88,56,3.99,17,12
20170226121157,807,0,88,56,4.13,17,12
20170226121158,814,0,88,56,4.41,19,12
20170226121159,1153,0,88,56,4.41,19,17
20170226121200,1153,1,88,56,9.450000000000001,22,25
20170226121201,999,1,88,57,10.43,17,25
20170226121202,1082,4,88,57,10.43,17,9
20170226121204,1082,5,89,57,4.0600000000000005,18,10
20170226121205,828,5,89,56,3.64,17,10
20170226121206,770,4,89,57,3.64,17,16
20170226121207,770,2,88,57,4.83,17,15
20170226121208,805,2,88,56,4.83,17,15
20170226121209,813,0,88,56,4.83,17,15
20170226121210,813,0,88,56,4.83,17,15
20170226121211,794,0,88,56,4.83,17,15
20170226121212,799,0,88,56,4.83,17,15
20170226121213,799,0,88,56,4.9,17,15
20170226121214,829,0,88,56,4.83,17,15
20170226121215,829,0,88,56,4.83,17,15
20170226121216,790,0,88,56,4.83,17,15
20170226121217,801,0,88,56,4.83,17,15
20170226121218,801,0,88,56,4.83,17,15
20170226121219,817,0,88,56,8.47,23,24
20170226121220,1045,0,88,56,11.9,23,24
20170226121221,1045,2,88,57,11.9,23,11
20170226121222,1079,2,88,57,4.48,17,11
20170226121223,836,6,88,57,4.13,17,13
20170226121224,836,6,88,57,4.13,17,12
20170226121225,842,6,88,57,3.99,17,12
20170226121226,1109,5,88,57,9.52,17,17
20170226121227,1109,6,88,57,9.52,22,20
20170226121229,1344,6,88,57,4.34,17,9
20170226121230,910,7,88,57,3.85,17,9
20170226121231,910,3,88,57,3.85,17,16
20170226121232,822,3,88,57,5.11,17,16
20170226121233,810,1,88,57,5.04,17,16
20170226121234,810,0,88,57,5.04,17,15
20170226121235,803,0,88,57,4.97,17,15
20170226121236,803,0,88,57,4.97,17,15
20170226121237,803,0,88,57,4.97,17,18
20170226121238,1049,0,88,57,11.06,23,18
20170226121239,1003,1,88,57,10.78,23,29
20170226121240,1003,3,88,57,10.78,17,12
20170226121241,746,3,88,57,4.83,17,12
20170226121242,805,4,88,57,4.9,17,15
20170226121243,805,4,88,57,4.9,18,26
20170226121244,961,4,88,57,11.620000000000001,23,23
20170226121245,1343,6,88,58,4.97,23,23
20170226121246,1343,7,88,58,4.97,18,11
20170226121248,1088,7,88,58,6.0200000000000005,20,18
20170226121249,1177,5,88,58,6.79,17,18
20170226121250,1177,6,88,58,6.79,17,10
20170226121251,858,6,88,58,4.13,17,13
20170226121252,819,6,88,58,4.0600000000000005,17,13
20170226121253,819,1,88,57,4.0600000000000005,17,12
20170226121254,798,1,88,57,3.99,17,13
20170226121255,805,0,88,57,4.13,17,13
20170226121256,805,0,88,57,4.13,17,16
20170226121257,760,0,88,57,4.62,17,16
20170226121258,814,0,88,57,4.9,17,16
20170226121259,814,0,88,57,4.9,17,15
20170226121300,801,0,88,57,4.83,17,15
20170226121301,816,0,88,57,4.83,17,16
20170226121302,816,0,88,57,4.9,17,15
20170226121303,815,0,88,57,4.97,17,15
20170226121304,804,0,88,57,4.83,17,15
20170226121305,804,0,88,57,4.83,17,15
20170226121306,801,0,88,57,4.9,17,15
20170226121307,803,0,88,57,4.83,17,15
20170226121308,803,0,88,57,4.83,17,15
20170226121309,803,0,88,57,4.83,17,15
20170226121311,801,0,88,57,4.83,17,15
20170226121312,801,0,88,57,4.83,19,26
20170226121313,1161,0,89,57,12.46,23,26
20170226121314,967,1,89,58,4.69,23,26
20170226121315,967,4,89,58,4.69,17,16
20170226121316,918,4,89,58,4.34,17,16
20170226121317,871,1,89,58,4.34,17,13
20170226121318,871,1,89,58,4.2700000000000005,17,12
20170226121319,846,1,89,58,4.13,17,12
20170226121320,840,0,89,58,4.0600000000000005,17,12
20170226121321,840,0,89,58,4.0600000000000005,17,12
20170226121322,771,0,89,58,5.39,20,12
20170226121323,1187,0,89,59,11.34,20,23
20170226121324,1187,1,89,59,11.34,21,9
20170226121325,885,1,88,59,4.62,17,9
20170226121326,841,3,88,59,5.25,17,18
20170226121327,841,2,89,59,5.25,17,16
20170226121328,832,2,88,59,5.18,17,16
20170226121329,827,0,88,59,5.18,17,15
20170226121330,827,0,88,59,5.04,17,15
20170226121331,806,0,88,59,4.97,17,15
20170226121332,820,0,88,58,4.97,17,16
20170226121334,820,0,88,58,5.04,17,15
20170226121335,809,0,88,58,4.97,17,15
20170226121336,799,0,89,59,4.97,17,15
20170226121337,799,0,88,59,4.83,17,15
20170226121338,804,0,88,59,4.83,17,15
20170226121339,803,0,89,59,4.83,17,15
20170226121340,803,0,88,59,4.9,17,15
20170226121341,797,0,88,59,4.9,17,15
20170226121342,797,0,89,59,4.9,17,15
20170226121343,801,0,89,59,4.83,17,15
20170226121344,813,0,89,59,4.9,17,15
20170226121345,800,0,89,59,4.9,17,15
20170226121346,800,0,89,59,6.23,20,27
20170226121347,1032,0,89,59,12.040000000000001,23,27
20170226121348,1032,2,89,60,12.040000000000001,23,28
20170226121349,1403,2,89,60,11.41,19,8
20170226121350,1342,7,89,60,4.48,18,8
20170226121351,1342,7,89,60,4.48,18,10
20170226121352,984,7,89,60,4.97,19,15
20170226121353,1001,5,89,60,7.07,21,15
20170226121354,1001,5,89,60,7.07,21,16
20170226121355,1243,5,89,60,7.42,20,9
20170226121356,1147,7,89,60,4.55,20,9
20170226121357,1147,5,89,60,4.55,18,13
20170226121359,763,5,88,60,4.62,18,15
20170226121400,806,4,88,60,4.76,18,15
20170226121401,806,3,88,60,4.76,18,16
20170226121402,809,3,88,60,4.97,18,15
20170226121403,826,2,88,60,4.76,18,15
20170226121404,826,1,88,60,4.76,17,15
20170226121405,893,1,88,60,9.73,22,15
20170226121406,988,2,88,60,4.62,22,23
20170226121407,988,4,89,60,4.62,17,13
20170226121408,717,4,89,60,4.97,17,13
20170226121409,823,4,89,60,4.97,17,15
20170226121410,823,3,89,60,5.04,17,15
20170226121411,823,3,89,60,4.9,17,15
20170226121412,814,2,89,60,4.9,17,15
20170226121413,814,2,89,60,4.76,17,16
20170226121414,1078,1,89,60,10.15,22,16
20170226121415,1078,2,89,60,10.15,22,33
20170226121416,1064,2,89,60,6.58,18,10
20170226121418,972,6,89,60,3.99,18,10
20170226121419,972,4,89,60,3.99,18,12
20170226121420,837,4,89,60,5.04,19,10
20170226121421,795,4,89,60,3.7800000000000002,19,10
20170226121422,795,4,89,60,3.7800000000000002,17,12
20170226121423,783,4,89,60,3.92,17,12
20170226121424,812,3,89,60,3.92,17,13
20170226121425,812,3,89,60,4.0600000000000005,17,12
20170226121426,804,1,89,60,3.99,17,12
20170226121427,804,0,89,60,3.99,18,15
20170226121428,725,0,89,60,4.76,17,15
20170226121429,782,0,89,60,4.83,18,15
20170226121430,782,0,89,60,4.83,18,15
20170226121431,823,0,89,60,8.120000000000001,22,15
20170226121432,1307,0,89,60,14.49,22,28
20170226121433,1307,5,89,60,14.49,17,11
20170226121434,796,5,89,61,4.76,17,11
20170226121435,838,6,89,60,4.76,17,15
20170226121436,838,5,89,60,4.97,17,15
20170226121438,827,5,89,60,4.97,17,15
20170226121439,798,5,89,60,4.83,17,15
20170226121440,798,3,89,60,4.83,17,14
20170226121441,826,3,89,60,4.9,17,14
20170226121442,800,2,89,60,4.9,17,15
20170226121443,800,2,89,60,4.69,20,25
20170226121444,1186,2,89,60,11.620000000000001,23,25
20170226121445,1275,4,89,61,11.620000000000001,23,25
20170226121446,1275,7,89,61,4.2700000000000005,17,9
20170226121447,875,7,89,61,4.13,17,9
20170226121448,820,5,88,61,4.13,17,13
20170226121449,820,5,89,61,4.2,18,13
20170226121450,825,1,89,61,4.13,18,13
20170226121451,825,1,89,61,4.13,18,12
20170226121452,805,1,88,61,4.13,18,12
20170226121453,804,0,88,60,3.99,18,12
20170226121454,804,0,88,60,3.99,18,13
20170226121455,791,0,88,60,4.83,18,13
20170226121456,776,0,88,61,4.76,18,16
20170226121457,776,0,88,61,4.76,17,15
20170226121459,800,0,88,60,4.83,17,15
20170226121500,801,0,88,60,6.44,17,15
20170226121501,801,0,88,61,6.44,21,23
20170226121502,1228,0,88,61,11.55,23,29
20170226121503,1154,1,88,62,4.69,23,29
20170226121504,1154,5,88,62,4.69,17,15
20170226121505,811,5,88,62,5.04,17,15
20170226121506,811,4,88,62,4.97,17,15
20170226121507,811,4,88,62,4.97,17,15
20170226121508,813,4,88,61,4.9,17,15
20170226121509,816,3,88,61,4.69,17,15
20170226121510,816,3,88,61,4.69,17,15
20170226121511,799,3,88,61,4.62,17,15
20170226121512,802,3,88,61,4.76,17,15
20170226121513,802,2,88,61,4.76,17,15
20170226121514,844,2,88,61,4.13,17,15
20170226121515,809,2,88,61,4.13,17,12
20170226121516,809,1,88,61,3.99,17,12
20170226121517,791,1,88,61,3.92,17,12
20170226121519,808,1,88,61,3.92,17,12
20170226121520,808,1,88,61,3.99,18,18
20170226121521,1191,1,88,61,9.31,22,18
20170226121522,1055,2,88,62,9.31,22,24
20170226121523,1055,6,88,62,8.120000000000001,17,9
20170226121524,1038,6,88,62,4.48,17,9
20170226121525,786,5,88,62,4.48,17,14
20170226121526,786,5,88,62,4.69,18,17
20170226121527,775,4,88,62,4.55,18,17
20170226121528,750,4,88,62,4.55,18,15
20170226121529,750,4,88,62,4.69,18,15
20170226121530,780,2,88,62,4.97,18,15
20170226121531,786,0,88,62,4.97,18,15
20170226121532,786,0,88,62,4.97,18,15
20170226121533,824,0,88,61,4.97,18,15
20170226121534,809,0,88,61,4.97,18,15
20170226121535,809,0,88,61,4.97,17,15
20170226121536,796,0,88,62,4.97,17,15
20170226121537,796,0,88,61,4.97,17,15
20170226121538,810,0,88,61,4.83,17,15
20170226121539,808,0,88,61,4.9,17,15
20170226121540,808,0,88,61,4.9,17,15
